hour,day_of_year,irradiance_W_m2,ambient_temp_C,panel_temp_C,humidity_percent,wind_speed_m_s,voltage_V,current_A,power_W,condition
16.93,55,633.92,22.4,40.8,80.03,1.26,364.78,5.527,2020.52,normal
9.85,257,742.72,38.11,62.94,46.23,1.03,345.28,6.154,2124.79,normal
17.52,101,551.2,23.52,39.56,21.18,1.82,367.29,4.845,1781.74,normal
11.93,198,1000.0,29.41,62.52,47.32,1.23,340.52,2.544,870.11,falla_panel
15.35,301,816.85,25.04,50.54,65.82,2.38,353.64,1.783,623.64,falla_panel
7.34,226,289.82,13.91,19.97,37.81,4.46,386.99,2.754,1075.69,normal
14.73,237,986.08,12.73,44.64,50.24,3.37,360.3,8.676,3146.86,normal
12.32,26,911.75,21.53,51.23,23.97,1.05,357.01,3.809,1346.42,sombreado_parcial
14.21,121,1000.0,31.34,61.9,61.17,2.26,346.38,8.418,2929.73,normal
8.35,182,516.06,29.73,45.3,72.94,5.5,356.23,4.51,1584.63,normal
16.32,199,813.12,30.48,55.66,48.93,0.21,347.56,6.897,2399.85,normal
18.08,302,440.55,19.08,29.96,49.42,0.24,374.62,3.902,1470.3,normal
9.03,255,617.3,34.7,50.44,26.18,2.44,356.63,2.293,834.6,sombreado_parcial
7.34,122,319.19,19.21,31.14,34.14,3.06,373.63,0.907,344.5,falla_panel
6.33,31,90.86,26.28,27.88,30.83,0.71,376.87,0.654,239.85,suciedad
14.99,315,805.9,24.94,52.91,53.72,4.1,353.56,5.057,1801.9,suciedad
14.5,285,898.68,23.96,54.1,57.05,3.12,352.16,7.848,2750.59,normal
13.65,106,1000.0,33.03,66.63,86.43,7.7,340.38,3.188,1103.86,falla_panel
9.25,224,726.55,20.77,42.5,25.13,0.56,358.63,1.747,610.16,falla_panel
11.47,273,951.42,16.9,44.22,61.99,4.18,361.12,3.445,1242.05,falla_panel
14.32,232,1000.0,25.12,54.74,56.85,0.26,351.11,8.601,3027.8,normal
12.95,256,994.28,22.6,53.0,56.14,2.5,351.26,6.118,2142.45,sombreado_parcial
19.83,24,26.36,45.0,42.26,81.12,2.41,362.07,0.21,46.99,sombreado_parcial
7.91,109,422.92,29.06,41.56,34.39,1.47,360.93,3.855,1370.55,normal
15.73,191,875.45,22.54,49.6,22.85,5.58,12.4,7.872,97.39,falla_inversor
11.66,347,858.25,18.66,43.54,67.06,0.01,360.08,7.813,2796.29,normal
11.99,25,907.07,13.72,40.5,44.16,2.2,365.03,8.292,3034.44,normal
16.05,187,859.8,18.85,45.39,21.23,0.73,359.65,7.603,2745.89,normal
15.69,288,787.62,25.69,50.84,37.6,4.08,355.08,6.776,2393.44,normal
19.88,116,30.2,33.56,33.17,41.65,0.13,374.06,0.029,6.26,falla_panel
7.8,338,353.06,31.73,43.2,63.18,5.34,361.24,3.066,1112.74,normal
7.46,37,273.66,26.37,35.13,32.08,5.46,370.17,2.457,894.67,normal
16.14,282,739.86,23.06,46.25,48.91,5.37,361.09,3.106,1120.89,sombreado_parcial
14.1,137,1000.0,26.61,56.88,53.77,0.5,350.02,8.527,2961.95,normal
9.84,227,775.28,21.89,44.12,52.15,2.99,360.25,6.036,2212.73,suciedad
7.11,320,233.7,35.31,45.16,88.18,0.04,357.75,1.575,572.54,suciedad
7.2,328,229.62,23.86,31.99,23.19,5.65,371.69,2.13,774.36,normal
18.52,182,362.95,24.48,37.33,86.57,3.85,27.48,0.558,13.06,falla_inversor
8.69,362,527.76,11.71,28.07,60.74,2.27,376.99,2.457,901.34,sombreado_parcial
10.53,86,839.71,23.83,49.82,75.7,3.93,357.69,3.77,1359.94,sombreado_parcial
9.17,53,625.95,30.02,50.32,50.13,0.3,355.29,1.086,363.2,falla_panel
10.97,348,772.45,18.59,39.98,51.77,2.26,364.22,4.708,1747.7,sombreado_parcial
6.97,355,225.39,20.5,25.87,81.55,1.03,376.21,2.022,778.05,normal
13.27,235,1000.0,29.76,59.81,82.72,10.79,344.51,8.512,2936.88,normal
6.95,267,198.89,16.14,21.67,36.71,5.84,381.06,1.509,566.54,suciedad
17.2,287,589.62,31.35,48.45,33.95,3.96,27.17,0.244,7.96,falla_inversor
9.27,100,687.94,21.81,43.8,54.74,8.14,359.77,6.006,2163.37,normal
13.56,87,980.09,22.67,53.42,83.02,1.28,350.66,8.556,2976.2,normal
18.32,15,349.06,18.26,31.25,42.56,6.93,372.63,1.324,515.43,sombreado_parcial
15.11,101,935.03,27.27,60.2,65.64,1.18,348.63,6.794,2390.32,suciedad
13.46,165,1000.0,39.76,69.11,69.57,3.96,339.03,8.488,2891.13,normal
10.54,29,775.53,29.69,54.15,74.51,4.0,351.8,1.652,539.16,falla_panel
10.66,114,904.61,19.81,48.3,59.47,0.06,354.7,2.577,906.51,falla_panel
15.37,107,896.04,31.81,59.79,48.17,1.34,346.68,4.088,1431.97,sombreado_parcial
19.92,364,0.0,23.1,21.47,87.69,0.06,384.75,0.059,4.86,normal
15.27,130,936.12,33.25,61.12,62.79,15.0,348.15,4.12,1466.2,sombreado_parcial
13.81,84,1000.0,29.84,61.45,71.0,0.39,340.68,8.775,2991.62,normal
16.23,271,719.92,7.34,28.42,44.15,2.35,374.87,2.734,1022.52,sombreado_parcial
12.51,244,1000.0,18.98,50.46,66.9,4.69,355.66,8.967,3169.44,normal
6.84,214,178.07,30.67,35.86,38.05,0.67,371.84,0.962,384.36,sombreado_parcial
13.87,306,926.38,25.91,55.07,37.16,1.99,348.46,8.315,2875.15,normal
19.41,166,170.01,18.86,22.74,70.03,2.81,379.6,1.174,426.15,suciedad
8.45,279,532.25,21.2,38.07,56.5,0.52,366.3,3.519,1264.57,suciedad
15.66,59,772.86,13.56,36.39,67.83,4.52,15.79,0.066,1.98,falla_inversor
8.81,90,610.26,24.47,43.78,38.86,1.07,357.87,5.71,2012.26,normal
13.5,331,930.5,38.26,69.35,61.91,0.71,341.75,7.766,2686.08,normal
7.35,194,336.91,29.83,40.75,51.08,2.45,364.18,2.952,1097.79,normal
12.31,123,1000.0,38.14,69.88,61.79,1.58,335.71,8.452,2834.49,normal
16.59,136,740.8,30.29,54.67,40.36,7.59,349.09,6.408,2243.67,normal
10.87,139,967.34,31.16,59.29,70.08,6.36,346.99,4.121,1453.22,sombreado_parcial
15.31,229,940.86,36.84,68.82,76.42,1.98,336.91,5.398,1778.66,sombreado_parcial
17.14,274,594.07,27.26,44.24,38.19,1.34,362.93,5.137,1895.01,normal
18.98,50,190.62,23.88,31.15,41.04,1.18,371.65,1.621,634.73,normal
9.28,118,703.96,31.2,54.32,66.28,0.93,351.75,3.189,1115.97,sombreado_parcial
11.59,202,1000.0,33.72,63.62,68.69,2.36,342.83,8.649,2966.16,normal
8.13,191,510.67,22.12,39.59,69.29,4.9,366.85,0.426,183.27,falla_panel
19.89,364,23.67,20.67,22.16,67.79,1.12,381.97,0.359,95.56,normal
18.98,323,196.63,25.83,34.81,47.5,0.63,371.47,1.754,649.45,normal
13.56,181,1000.0,29.99,61.53,47.64,1.94,345.53,8.496,2945.53,normal
17.79,78,507.76,29.79,45.49,37.84,0.21,361.88,4.498,1627.89,normal
13.29,75,1000.0,16.45,46.93,30.98,3.62,359.98,2.531,939.26,falla_panel
14.73,295,905.3,36.47,62.15,68.48,2.19,343.98,7.785,2659.13,normal
7.25,281,260.52,21.15,28.82,26.52,2.06,379.33,2.157,813.13,suciedad
16.57,21,626.21,23.41,42.56,85.65,1.07,361.93,5.677,2059.26,normal
7.79,171,426.47,19.58,33.3,77.87,7.05,374.82,2.159,809.28,sombreado_parcial
17.56,15,473.66,41.19,53.86,80.03,0.28,354.4,1.042,385.19,falla_panel
16.95,211,710.13,26.45,48.29,83.47,6.12,358.88,5.088,1805.58,suciedad
15.92,48,774.4,19.89,44.96,48.6,1.42,360.68,6.859,2485.79,normal
6.51,86,125.3,30.18,35.11,79.27,6.38,368.82,1.046,396.17,suciedad
10.24,149,861.7,29.61,53.75,31.06,3.91,352.91,7.373,2598.53,normal
9.68,188,772.39,23.87,49.07,21.51,0.33,357.34,6.518,2364.93,normal
11.04,306,848.21,30.04,56.18,74.94,5.34,350.01,5.157,1795.42,sombreado_parcial
7.23,151,315.03,20.05,29.62,25.24,3.44,16.7,0.606,10.15,falla_inversor
19.12,141,212.24,22.04,25.13,89.2,0.1,381.52,2.018,759.92,normal
13.75,69,1000.0,12.94,46.43,67.24,0.43,357.81,6.58,2358.57,suciedad
10.28,260,800.97,17.06,42.35,72.74,3.03,362.03,7.089,2581.5,normal
11.56,334,834.53,35.85,59.63,37.21,3.26,344.4,7.404,2547.85,normal
12.26,9,880.29,34.85,62.92,67.17,4.12,344.56,2.939,995.53,falla_panel
14.41,121,998.08,25.39,57.1,23.03,3.82,352.48,5.966,2112.8,sombreado_parcial
13.22,101,1000.0,34.98,68.06,78.65,3.23,336.3,8.366,2799.6,normal
18.87,149,265.34,24.04,31.87,31.87,4.36,371.8,1.256,472.54,sombreado_parcial
12.96,146,1000.0,23.54,54.81,68.82,2.57,348.79,7.411,2592.93,suciedad
19.89,353,40.0,25.34,25.62,35.71,0.91,378.19,0.273,86.32,sombreado_parcial
17.92,243,429.62,24.25,38.57,24.79,7.3,362.82,3.835,1385.2,normal
8.92,241,609.81,23.71,41.59,53.7,0.06,366.42,5.497,2039.36,normal
19.03,337,163.13,31.86,35.62,31.85,1.37,371.26,0.234,90.43,falla_panel
7.63,43,340.37,25.9,36.44,71.06,3.92,369.5,2.001,760.92,sombreado_parcial
17.44,95,560.15,29.27,44.94,36.63,1.67,362.85,4.075,1468.98,suciedad
11.33,226,1000.0,31.19,64.84,43.97,0.08,343.84,6.995,2420.92,suciedad
18.29,6,356.54,27.33,41.36,59.72,0.2,364.33,3.178,1154.83,normal
18.15,214,461.43,19.18,32.92,39.95,3.14,369.78,1.871,682.36,sombreado_parcial
17.28,206,625.72,16.88,34.36,46.46,10.05,369.6,5.613,2064.7,normal
17.06,67,579.69,25.89,44.51,77.09,2.41,361.29,5.132,1863.9,normal
10.27,100,847.73,23.97,49.74,32.54,2.12,354.94,7.315,2595.36,normal
7.13,12,240.17,25.52,34.79,25.75,1.15,374.15,1.851,705.51,suciedad
11.64,237,1000.0,24.9,54.97,42.99,0.89,351.84,8.45,2980.64,normal
8.43,322,464.79,40.5,55.84,49.71,0.06,350.91,3.997,1419.06,normal
15.73,258,834.35,17.02,43.26,57.99,0.96,364.54,7.493,2730.4,normal
10.85,337,781.83,13.06,36.48,46.07,1.79,369.65,6.956,2562.45,normal
19.66,135,61.89,26.99,29.29,75.29,0.66,375.4,0.551,222.58,normal
14.97,222,939.22,22.74,53.41,22.75,0.27,356.04,7.027,2516.93,suciedad
17.51,156,580.83,26.9,45.18,50.22,3.79,361.7,5.28,1880.97,normal
7.86,142,416.28,28.5,41.66,46.76,6.75,363.19,3.661,1344.88,normal
18.07,158,452.47,32.7,45.54,65.33,8.28,360.85,3.565,1273.61,suciedad
18.92,326,237.01,15.96,25.08,87.64,2.89,378.86,1.375,501.88,sombreado_parcial
12.82,344,880.08,21.66,50.73,55.73,0.16,353.92,5.879,2075.71,suciedad
14.49,262,935.53,27.57,56.19,89.08,4.05,351.95,8.13,2854.88,normal
16.71,283,651.61,29.62,49.8,41.16,0.35,355.44,4.848,1722.02,suciedad
8.45,338,476.7,38.16,55.18,22.16,3.32,349.8,3.977,1414.97,normal
13.04,344,891.39,30.73,56.89,31.6,4.53,350.07,3.832,1322.56,sombreado_parcial
11.58,229,1000.0,24.66,56.82,47.66,3.88,351.87,8.565,3021.78,normal
8.05,280,442.45,19.66,32.65,42.14,9.1,368.54,4.13,1506.76,normal
11.15,358,846.23,21.61,50.73,26.79,4.02,354.11,5.68,2011.66,suciedad
6.95,290,201.21,21.44,27.83,50.29,3.54,372.85,1.901,699.94,normal
6.36,168,78.83,28.93,33.29,43.67,0.91,365.36,0.76,272.65,normal
7.89,47,376.17,26.54,37.16,28.58,7.76,368.55,1.648,615.85,sombreado_parcial
19.48,203,131.64,17.06,19.3,40.73,0.59,382.78,0.906,331.83,sombreado_parcial
13.69,214,1000.0,22.38,53.28,82.05,7.06,354.66,4.708,1693.57,sombreado_parcial
19.52,246,98.79,30.27,33.75,41.14,1.12,369.29,0.46,147.09,sombreado_parcial
12.05,24,888.33,27.11,54.1,69.98,0.42,353.53,3.343,1162.51,sombreado_parcial
10.37,321,746.42,28.41,52.87,62.84,5.26,354.1,6.481,2299.72,normal
13.09,274,984.13,27.3,57.74,49.9,0.01,347.03,1.637,563.86,falla_panel
12.15,44,896.71,34.76,59.66,36.73,5.35,346.07,5.211,1807.7,sombreado_parcial
7.48,332,301.62,26.42,36.67,45.83,0.91,369.26,1.714,648.26,sombreado_parcial
14.97,313,848.22,22.68,47.87,61.45,6.48,359.34,7.542,2711.54,normal
9.02,363,554.18,19.51,36.28,44.55,3.53,372.01,1.433,527.91,falla_panel
14.67,156,1000.0,26.5,60.08,35.04,3.29,347.11,8.686,2991.97,normal
15.1,199,970.17,10.36,43.33,28.15,1.36,362.49,4.219,1533.1,sombreado_parcial
8.13,162,473.81,23.89,37.84,81.58,0.18,367.85,4.3,1581.57,normal
6.86,234,194.94,23.76,30.72,50.82,5.32,374.05,1.09,383.39,sombreado_parcial
16.93,163,699.75,16.81,37.85,63.76,0.56,366.85,6.296,2300.49,normal
12.44,116,1000.0,19.43,50.25,54.33,1.4,354.15,8.062,2879.82,suciedad
6.81,93,180.6,29.86,34.59,81.08,2.75,371.66,1.618,601.79,normal
19.93,42,0.0,26.38,23.8,58.29,1.97,379.46,0.042,0.0,normal
6.81,284,152.1,25.61,30.51,53.65,0.66,375.11,1.294,439.27,suciedad
15.73,210,869.29,26.84,54.44,84.72,0.45,351.97,7.393,2598.72,normal
19.77,206,44.33,25.56,25.93,70.38,0.39,380.4,0.287,148.75,normal
9.35,220,705.57,32.46,56.14,27.81,5.96,350.89,5.856,2086.76,normal
7.99,280,404.68,25.74,37.73,32.44,0.1,22.63,2.432,55.8,falla_inversor
7.7,136,415.93,16.25,28.29,75.1,11.32,374.65,3.667,1391.76,normal
10.25,106,883.26,34.78,63.17,78.51,0.66,345.81,7.418,2550.76,normal
7.41,118,346.24,27.22,35.73,58.16,0.35,368.97,1.764,616.35,sombreado_parcial
15.69,237,884.35,21.46,50.46,58.81,2.58,358.61,7.638,2725.06,normal
6.87,309,199.98,17.48,23.13,64.24,0.25,376.54,1.799,660.26,normal
13.13,100,1000.0,27.38,60.11,50.74,2.77,347.01,7.556,2610.55,suciedad
19.95,261,3.65,24.3,26.34,67.61,5.7,380.44,0.073,20.7,normal
17.4,305,517.68,34.44,51.58,27.59,0.15,354.92,3.528,1265.74,suciedad
14.61,354,833.27,22.92,47.75,87.29,4.83,358.81,4.084,1451.18,sombreado_parcial
10.29,286,783.74,19.98,42.59,72.51,1.5,364.43,2.356,865.11,falla_panel
14.73,328,842.99,30.37,54.57,64.18,0.52,2.8,3.753,10.37,falla_inversor
13.38,103,1000.0,30.55,63.46,42.14,0.58,344.67,8.577,2948.82,normal
11.97,63,953.55,26.01,55.61,31.27,7.53,353.38,4.633,1637.14,sombreado_parcial
7.83,175,435.79,29.06,41.78,48.65,0.35,363.12,3.481,1277.49,suciedad
18.41,282,338.38,24.77,35.15,66.31,6.05,373.7,3.047,1140.04,normal
12.3,293,946.75,26.4,57.61,64.36,2.36,346.95,8.128,2830.26,normal
8.72,226,621.12,31.99,52.57,46.78,0.12,4.59,8.725,40.48,falla_inversor
11.15,7,797.54,28.75,54.33,62.93,1.87,352.92,6.797,2418.53,normal
11.8,127,1000.0,23.98,56.19,76.96,5.1,354.85,8.32,2947.05,normal
17.59,92,548.41,33.11,50.52,21.84,3.89,356.35,4.149,1524.78,suciedad
16.27,190,811.76,10.81,36.63,51.54,2.01,370.32,3.241,1156.14,sombreado_parcial
16.77,359,588.44,37.31,56.03,73.1,5.9,347.21,4.977,1736.86,normal
6.15,53,27.83,14.76,15.63,58.23,0.38,390.61,0.305,102.52,normal
11.83,242,993.6,21.24,53.42,65.6,7.22,353.57,8.502,3044.31,normal
12.74,132,1000.0,24.75,56.55,56.17,5.62,351.5,2.059,740.86,falla_panel
6.27,364,32.17,24.12,23.81,89.43,3.7,379.23,0.081,10.54,falla_panel
9.64,112,767.2,31.04,55.81,23.82,5.11,349.74,6.674,2326.77,normal
16.64,7,623.76,18.65,38.52,54.37,2.35,367.52,4.165,1537.86,suciedad
7.92,230,447.63,26.56,41.47,26.4,3.37,364.21,4.044,1436.68,normal
13.49,156,1000.0,21.53,52.62,31.18,2.47,354.3,3.999,1441.83,sombreado_parcial
9.01,197,692.58,26.77,49.63,46.81,1.32,356.93,6.209,2196.57,normal
6.17,323,23.33,24.61,25.25,30.89,2.52,378.77,0.083,39.65,sombreado_parcial
9.38,364,600.8,25.56,45.42,87.46,0.89,360.12,5.28,1916.65,normal
19.66,223,129.62,21.7,25.07,86.28,1.74,378.44,1.051,435.04,normal
17.22,250,590.31,21.94,39.81,43.53,0.99,371.45,5.008,1894.18,normal
19.43,83,123.62,26.72,31.49,64.78,0.39,374.51,1.102,410.02,normal
12.83,240,1000.0,30.66,61.41,57.36,1.17,23.31,2.465,57.36,falla_inversor
7.54,360,336.28,21.41,35.23,77.09,5.73,5.71,8.684,49.76,falla_inversor
13.67,323,892.44,19.79,48.53,63.92,1.44,357.47,6.955,2489.79,suciedad
12.36,263,968.92,28.68,59.0,20.02,4.14,346.81,8.089,2807.85,normal
17.82,189,489.67,24.8,41.34,73.42,0.58,365.27,4.373,1606.06,normal
7.37,290,321.32,29.98,39.3,72.28,1.66,366.82,2.804,1047.0,normal
12.84,362,879.63,19.57,48.44,55.68,0.37,355.46,7.787,2758.73,normal
8.1,58,436.79,14.32,29.32,83.2,0.45,376.85,3.946,1463.66,normal
10.55,9,752.48,21.8,47.2,83.59,2.88,359.45,3.157,1128.01,sombreado_parcial
16.32,304,657.53,20.4,40.29,56.67,2.81,366.07,5.786,2109.9,normal
12.66,115,1000.0,24.53,53.94,62.56,0.72,354.81,7.898,2788.97,suciedad
11.26,210,978.86,21.18,50.85,89.76,1.93,357.34,5.946,2128.94,sombreado_parcial
11.52,41,872.9,29.45,56.3,40.92,5.97,353.51,7.403,2628.52,normal
12.43,304,967.03,23.27,55.99,42.72,0.57,351.24,3.543,1279.38,sombreado_parcial
16.99,173,696.19,25.9,50.95,32.79,0.06,357.17,6.065,2176.17,normal
18.49,234,366.87,25.95,37.93,82.71,3.17,367.34,3.275,1214.61,normal
19.37,281,151.97,26.17,30.93,72.11,0.16,374.75,1.32,514.43,normal
17.02,78,616.41,24.86,43.59,27.39,11.73,363.5,4.444,1611.14,suciedad
10.42,108,866.49,28.06,56.38,88.72,2.82,349.2,7.574,2648.38,normal
15.63,281,809.34,20.23,48.8,71.17,1.91,357.51,4.321,1537.23,sombreado_parcial
12.13,39,920.6,33.4,64.84,79.54,1.69,339.59,7.631,2610.31,normal
9.57,119,750.66,23.58,48.75,23.37,2.55,359.91,6.598,2402.26,normal
17.77,335,436.49,17.13,32.46,55.35,0.28,375.44,3.839,1428.66,normal
6.54,336,94.82,26.13,30.34,68.9,7.98,372.5,0.599,207.7,sombreado_parcial
18.62,27,276.29,19.89,28.46,58.01,2.95,379.03,1.074,422.99,sombreado_parcial
12.46,104,1000.0,28.99,59.14,66.67,0.61,349.51,6.696,2346.67,suciedad
14.92,74,873.79,38.26,65.53,77.25,2.48,342.13,7.638,2608.69,normal
15.23,191,912.97,20.28,49.44,46.2,0.43,357.42,7.999,2848.65,normal
18.53,324,276.58,26.99,33.46,79.41,0.05,373.11,1.612,634.17,sombreado_parcial
14.91,147,1000.0,14.47,45.49,31.4,2.99,357.91,9.06,3225.03,normal
14.6,255,942.49,27.72,55.94,38.96,3.14,355.22,8.162,2922.81,normal
6.93,284,215.87,19.69,27.95,23.03,2.63,372.86,1.902,735.32,normal
13.26,213,1000.0,21.25,51.68,45.51,0.61,351.73,6.439,2272.0,suciedad
8.1,123,464.95,18.39,33.41,46.59,2.77,374.13,2.769,1044.09,sombreado_parcial
16.32,206,768.07,29.39,52.34,76.37,0.17,355.86,6.785,2414.0,normal
13.17,240,1000.0,31.04,64.69,65.72,2.82,345.7,5.013,1730.32,sombreado_parcial
15.52,339,810.69,25.14,47.92,50.57,2.42,358.43,5.951,2102.76,suciedad
6.58,286,134.61,19.81,24.73,65.65,3.19,378.41,1.232,483.32,normal
7.19,22,275.03,34.54,41.22,23.69,6.78,364.73,2.462,878.41,normal
16.03,259,777.42,20.5,44.03,32.62,5.7,363.63,3.971,1470.75,sombreado_parcial
7.01,357,229.41,12.03,19.51,63.89,11.84,383.83,0.823,339.72,sombreado_parcial
7.0,105,272.72,27.75,36.66,64.9,11.22,366.79,2.363,883.97,normal
6.17,258,36.14,18.37,19.84,74.19,4.44,384.96,0.098,74.94,sombreado_parcial
19.39,204,136.96,30.93,35.44,48.21,9.4,368.64,1.259,455.89,normal
16.33,310,654.38,22.71,42.2,70.58,6.06,363.31,5.021,1802.09,suciedad
10.95,262,890.19,28.62,56.19,67.88,3.9,349.13,8.01,2780.79,normal
10.15,107,840.18,33.41,59.71,87.44,0.24,348.19,6.963,2451.45,normal
10.9,251,948.72,17.75,47.69,35.06,0.15,357.55,4.615,1609.41,sombreado_parcial
16.85,221,666.98,21.6,42.35,58.62,5.45,362.48,5.855,2120.19,normal
15.26,222,931.55,24.55,54.75,62.12,2.02,353.15,7.89,2758.91,normal
8.59,258,517.5,34.23,50.54,89.91,5.06,353.52,3.511,1243.78,suciedad
8.44,201,556.91,21.05,38.76,34.08,1.13,365.12,2.365,865.75,sombreado_parcial
7.38,258,312.8,21.43,30.63,56.63,1.52,375.33,2.18,825.28,suciedad
15.24,349,798.81,27.87,51.25,44.23,3.61,353.31,6.926,2410.54,normal
16.7,225,726.83,21.54,44.48,56.81,7.41,364.09,5.258,1888.99,suciedad
9.71,202,811.53,25.92,53.09,36.25,0.28,351.21,7.214,2534.67,normal
6.29,226,81.23,15.69,18.89,23.33,5.93,385.56,0.732,288.3,normal
7.15,236,267.45,38.29,45.42,60.08,4.73,358.87,2.533,895.78,normal
19.55,183,89.72,16.91,20.94,43.51,1.14,386.78,0.786,340.12,normal
10.14,200,833.94,23.07,48.63,32.74,1.32,355.44,7.098,2561.47,normal
16.77,357,586.0,24.81,44.19,42.68,0.14,365.61,5.151,1902.2,normal
14.75,246,947.49,36.48,65.53,23.45,0.05,26.62,3.774,99.99,falla_inversor
11.35,353,863.89,17.05,44.58,86.53,1.94,361.03,1.327,459.81,falla_panel
8.88,111,630.76,36.9,55.84,60.68,0.3,346.53,4.776,1676.6,suciedad
7.7,6,332.65,29.54,39.2,77.03,0.65,369.84,1.714,605.51,sombreado_parcial
14.61,236,984.35,27.5,55.91,49.62,5.63,351.65,6.119,2161.19,suciedad
16.84,127,691.98,19.09,41.48,83.23,2.54,361.9,6.246,2252.88,normal
15.01,104,951.86,28.43,58.73,53.83,3.01,346.92,5.068,1767.43,sombreado_parcial
13.42,237,1000.0,20.66,52.55,60.18,0.62,350.52,8.786,3081.83,normal
6.59,155,187.86,32.6,38.88,54.43,5.29,365.25,1.776,615.79,normal
19.56,257,101.71,19.17,21.21,71.33,6.07,383.37,0.907,357.99,normal
17.18,235,624.73,24.32,45.29,59.67,2.22,364.0,2.894,1070.53,sombreado_parcial
10.1,289,792.09,21.67,47.91,39.01,7.31,363.22,6.983,2524.32,normal
19.72,40,55.89,19.07,19.64,30.19,5.59,386.16,0.515,180.21,suciedad
14.43,288,922.46,29.45,59.07,62.43,3.94,344.52,2.567,910.2,falla_panel
14.15,197,1000.0,28.21,60.78,54.24,3.97,350.67,8.406,2941.24,normal
16.47,273,692.37,32.25,53.19,26.72,0.33,349.68,6.131,2134.63,normal
17.36,264,579.16,14.32,31.98,47.69,0.95,375.09,4.224,1551.53,suciedad
15.19,57,833.22,31.39,58.22,56.03,0.21,348.57,7.051,2464.85,normal
7.79,298,366.62,40.03,49.22,77.88,0.03,359.45,0.424,128.1,falla_panel
10.74,98,868.83,22.29,47.81,25.33,0.52,356.82,2.221,789.61,falla_panel
18.99,137,282.75,36.37,43.72,44.39,6.37,364.28,2.426,889.09,normal
9.14,87,681.59,23.42,42.03,77.59,0.82,366.73,5.931,2188.69,normal
11.21,242,956.01,16.77,48.27,65.39,10.54,28.46,0.035,0.29,falla_inversor
12.05,199,1000.0,23.17,51.43,40.3,2.73,25.22,1.974,51.25,falla_inversor
12.15,310,918.22,31.29,60.5,79.17,0.81,348.32,7.803,2736.83,normal
14.58,84,971.85,19.97,51.56,54.53,2.06,357.45,8.447,3008.72,normal
19.2,242,173.65,21.4,26.38,54.88,0.74,377.75,1.165,405.31,sombreado_parcial
9.37,281,679.29,28.56,48.79,88.36,12.4,356.13,5.952,2144.84,normal
7.7,323,361.9,25.02,36.68,86.3,5.64,367.62,1.143,433.74,falla_panel
8.76,252,616.09,28.51,47.76,45.1,0.08,353.88,3.927,1384.42,suciedad
18.42,190,335.61,26.43,38.42,29.84,8.86,369.12,1.458,548.43,sombreado_parcial
15.04,152,969.73,27.88,54.24,42.8,3.83,352.21,8.393,2989.23,normal
10.0,302,712.64,22.41,43.3,22.13,0.26,362.05,5.611,2046.88,suciedad
17.42,278,535.12,26.39,43.96,21.45,3.33,361.11,4.773,1714.71,normal
18.06,139,417.41,19.44,32.56,47.69,3.12,373.7,3.713,1392.84,normal
17.85,176,469.02,32.73,48.52,85.87,0.74,356.33,1.891,667.33,sombreado_parcial
18.86,8,271.53,21.19,30.07,81.0,4.26,376.98,2.34,907.93,normal
9.53,295,686.63,31.77,53.03,55.8,0.27,352.62,4.778,1678.72,suciedad
16.57,235,729.96,23.6,45.96,59.57,2.02,357.8,2.109,792.1,falla_panel
12.45,163,1000.0,26.21,60.95,20.42,0.03,347.06,8.481,2929.79,normal
17.79,49,454.94,22.03,38.55,35.09,10.4,365.39,4.087,1468.5,normal
16.2,302,725.82,18.9,42.33,21.73,4.18,363.4,6.314,2319.76,normal
16.87,38,590.59,14.53,33.11,72.82,0.52,374.17,5.126,1928.6,normal
15.19,136,958.24,18.67,49.42,30.2,1.25,356.9,6.8,2453.27,suciedad
8.48,310,494.94,23.06,39.76,80.83,0.53,366.19,2.288,836.27,sombreado_parcial
13.63,219,1000.0,26.27,58.15,65.03,4.37,347.63,2.333,808.22,falla_panel
19.79,348,68.89,31.06,32.09,36.06,0.18,373.6,0.322,145.42,sombreado_parcial
19.12,296,175.87,22.33,30.5,31.04,5.51,373.53,1.561,593.9,normal
6.6,34,145.94,19.71,24.64,63.93,8.55,381.4,1.394,511.25,normal
8.31,352,447.78,16.34,33.36,83.06,3.39,371.39,4.017,1481.72,normal
7.84,79,434.11,27.88,41.73,70.29,0.72,363.73,3.863,1401.6,normal
16.16,236,770.98,33.3,57.02,44.4,1.34,347.56,6.72,2316.7,normal
17.45,273,510.26,32.6,50.62,61.12,1.95,356.7,4.521,1580.4,normal
8.99,161,664.67,29.26,50.48,41.75,2.78,31.06,1.147,35.42,falla_inversor
13.08,175,1000.0,28.83,60.28,89.94,3.31,344.3,8.553,2939.38,normal
17.77,308,476.79,35.19,48.28,72.42,2.42,356.84,1.902,683.89,sombreado_parcial
16.26,221,824.88,26.99,53.76,63.01,1.3,354.31,7.022,2484.98,normal
13.59,9,851.85,28.88,54.76,49.63,6.65,352.89,7.46,2644.94,normal
14.26,289,922.69,23.08,51.24,63.27,0.25,350.6,7.914,2804.34,normal
13.12,113,989.18,16.83,47.0,43.91,1.88,357.71,9.093,3238.41,normal
10.17,205,887.61,20.9,49.29,22.02,4.48,359.8,7.797,2792.76,normal
13.91,186,1000.0,24.95,53.89,47.66,0.19,355.06,5.365,1903.58,sombreado_parcial
